title,authors,average_rating,language_code,publisher,tags
Not of Woman Born,ConstanceAsh/NinaKirikiHoffman/PatriciaA.McKillip/WalterJonWilliams/DebraDoyle/JamesD.Macdonald/KaraDalkey/MichaelArmstrong/RichardParks/SageWalker/SusanPalwick/WilliamF.Wu/JackMcDevitt/JanniLeeSimner/RobertSilverberg,3.82,eng,Roc,"not of woman born,constanceash/ninakirikihoffman/patriciaa.mckillip/walterjonwilliams/debradoyle/jamesd.macdonald/karadalkey/michaelarmstrong/richardparks/sagewalker/susanpalwick/williamf.wu/jackmcdevitt/jannileesimner/robertsilverberg,roc"
Worlds Apart Worlds 2 ,JoeHaldeman,3.69,eng,AvonBooks(AvoNova),"worlds apart worlds 2 ,joehaldeman,avonbooks(avonova)"
Train_man Volume 3 Train_man ,HidenoriHara/HitoriNakano,3.94,eng,VIZMediaLLC,"train_man volume 3 train_man ,hidenorihara/hitorinakano,vizmediallc"
The Best American Mystery Stories 2004,NelsonDeMille/OttoPenzler,3.55,eng,MarinerBooks,"the best american mystery stories 2004,nelsondemille/ottopenzler,marinerbooks"
Mystic River,DennisLehane,4.18,eng,WilliamMorrowPaperbacks,"mystic river,dennislehane,williammorrowpaperbacks"
Mystic River,DennisLehane,4.18,eng,BantamPress,"mystic river,dennislehane,bantampress"
Coronado Stories,DennisLehane,3.38,eng,WilliamMorrow,"coronado stories,dennislehane,williammorrow"
Prayers for Rain Kenzie  Gennaro  5 ,DennisLehane,4.09,eng,HarperTorch,"prayers for rain kenzie  gennaro  5 ,dennislehane,harpertorch"
A Drink Before the War Kenzie  Gennaro  1 ,DennisLehane,3.95,eng,MarinerBooks,"a drink before the war kenzie  gennaro  1 ,dennislehane,marinerbooks"
Shutter Island,DennisLehane,4.09,eng,HarperTorch,"shutter island,dennislehane,harpertorch"
The Best American Mystery Stories 2002,JamesEllroy/OttoPenzler/JohnBiguenet/MichaelConnelly/ThomasH.Cook/SeanDoolittle/BrendanDuBois/DavidEdgerleyGates/JoeGores/JamesGrady/ClarkHoward/StuartM.Kaminsky/JoeR.Lansdale/MichaelMalone/AnnetteMeyers/JoyceCarolOates/RobertB.Parker/F.X.Toole/DanielWaterman/ScottWolven/FredMelton,3.58,eng,MarinerBooks,"the best american mystery stories 2002,jamesellroy/ottopenzler/johnbiguenet/michaelconnelly/thomash.cook/seandoolittle/brendandubois/davidedgerleygates/joegores/jamesgrady/clarkhoward/stuartm.kaminsky/joer.lansdale/michaelmalone/annettemeyers/joycecaroloates/robertb.parker/f.x.toole/danielwaterman/scottwolven/fredmelton,marinerbooks"
The Black Dahlia L A Quartet  1 ,JamesEllroy,3.75,eng,MysteriousPress,"the black dahlia l a quartet  1 ,jamesellroy,mysteriouspress"
The Black Dahlia Files The Mob the Mogul and the Murder That Transfixed Los Angeles,DonaldH.Wolfe,3.84,en-US,HarperPaperbacks,"the black dahlia files the mob the mogul and the murder that transfixed los angeles,donaldh.wolfe,harperpaperbacks"
Corroborating Evidence The Black Dahlia Murder,WilliamT.Rasmussen,3.39,eng,SunstonePress,"corroborating evidence the black dahlia murder,williamt.rasmussen,sunstonepress"
Childhood Shadows The Hidden Story of the Black Dahlia Murder,MaryPacios,3.5,eng,Authorhouse,"childhood shadows the hidden story of the black dahlia murder,marypacios,authorhouse"
Triptych Will Trent  1 ,KarinSlaughter,4.13,eng,DelacortePress,"triptych will trent  1 ,karinslaughter,delacortepress"
Blindsighted Grant County  1 ,KarinSlaughter,4.09,eng,HarperTorch,"blindsighted grant county  1 ,karinslaughter,harpertorch"
Kisscut Grant County  2 ,KarinSlaughter,4.09,eng,HarperTorch,"kisscut grant county  2 ,karinslaughter,harpertorch"
Beyond Reach Grant County  6 ,KarinSlaughter,4.19,eng,DelacortePress,"beyond reach grant county  6 ,karinslaughter,delacortepress"
A Faint Cold Fear Grant County  3 ,KarinSlaughter,4.08,eng,Harper,"a faint cold fear grant county  3 ,karinslaughter,harper"
Faithless Grant County  5 ,KarinSlaughter,4.12,en-US,DellPublishingCompany,"faithless grant county  5 ,karinslaughter,dellpublishingcompany"
Like A Charm,KarinSlaughter/PeterRobinson/JohnConnolly/DeniseMina/MarkBillingham,3.48,en-US,WilliamMorrowPaperbacks,"like a charm,karinslaughter/peterrobinson/johnconnolly/denisemina/markbillingham,williammorrowpaperbacks"
Like a Charm,KarinSlaughter/DeniseMina/JohnHarvey/KelleyArmstrong/JohnConnolly/EmmaDonoghue/JaneHaddam/LauraLippman/PeterRobinson/FidelisMorgan/PeterMooreSmith/LyndaLaPlante/JerrilynFarmer/LeeChild/MarkBillingham,3.48,eng,Arrow,"like a charm,karinslaughter/denisemina/johnharvey/kelleyarmstrong/johnconnolly/emmadonoghue/janehaddam/lauralippman/peterrobinson/fidelismorgan/petermooresmith/lyndalaplante/jerrilynfarmer/leechild/markbillingham,arrow"
The Enemy Jack Reacher  8 ,LeeChild/DickHill,4.16,eng,BrillianceAudio,"the enemy jack reacher  8 ,leechild/dickhill,brillianceaudio"
The Visitor Jack Reacher  4 ,LeeChild/HaywardMorse/GarrickHagon,4.09,eng,Soundings,"the visitor jack reacher  4 ,leechild/haywardmorse/garrickhagon,soundings"
Tripwire Jack Reacher  3 ,LeeChild/DickHill,4.09,eng,NovaAudioBooks,"tripwire jack reacher  3 ,leechild/dickhill,novaaudiobooks"
Killing Floor Jack Reacher  1 ,LeeChild/DickHill,4.05,en-US,BrillianceAudio,"killing floor jack reacher  1 ,leechild/dickhill,brillianceaudio"
Without Fail Jack Reacher  6 ,LeeChild/DickHill,4.15,eng,BrillianceAudio,"without fail jack reacher  6 ,leechild/dickhill,brillianceaudio"
One Shot Jack Reacher  9 ,LeeChild/DickHill,4.21,eng,BrillianceAudio,"one shot jack reacher  9 ,leechild/dickhill,brillianceaudio"
Bad Luck and Trouble Jack Reacher  11 ,LeeChild,4.18,eng,RandomHouseAudio,"bad luck and trouble jack reacher  11 ,leechild,randomhouseaudio"
The Enemy Jack Reacher  8 ,LeeChild,4.16,en-US,BrillianceAudio,"the enemy jack reacher  8 ,leechild,brillianceaudio"
The Visitor Jack Reacher  4 ,LeeChild/HaywardMorse,4.09,eng,Soundings,"the visitor jack reacher  4 ,leechild/haywardmorse,soundings"
Echo Burning Jack Reacher  5 ,LeeChild,4.01,eng,BrillianceAudio,"echo burning jack reacher  5 ,leechild,brillianceaudio"
Tripwire Jack Reacher  3 ,LeeChild/DickHill,4.09,en-US,BrillianceAudio,"tripwire jack reacher  3 ,leechild/dickhill,brillianceaudio"
Tripwire Jack Reacher  3 ,LeeChild/DickHill,4.09,eng,BrillianceAudio,"tripwire jack reacher  3 ,leechild/dickhill,brillianceaudio"
Blood on the Moon The Assassination of Abraham Lincoln,EdwardSteersJr.,4.13,eng,UniversityPressofKentucky,"blood on the moon the assassination of abraham lincoln,edwardsteersjr.,universitypressofkentucky"
The Blood of the Moon Understanding the Historic Struggle Between Islam and Western Civilization,GeorgeGrant,3.69,eng,ThomasNelson,"the blood of the moon understanding the historic struggle between islam and western civilization,georgegrant,thomasnelson"
Blood on the Moon Lloyd Hopkins  1 ,JamesEllroy,3.44,eng,Vintage,"blood on the moon lloyd hopkins  1 ,jamesellroy,vintage"
Blood Moon Over Bengal,MoragMcKendrickPippin,3.47,eng,LeisureBooks,"blood moon over bengal,moragmckendrickpippin,leisurebooks"
Blood Moon Over Britain,MoragMcKendrickPippin,3.44,eng,LeisureBooks,"blood moon over britain,moragmckendrickpippin,leisurebooks"
The Silent Gondoliers,WilliamGoldman,3.81,eng,DelRey,"the silent gondoliers,williamgoldman,delrey"
The Season A Candid Look at Broadway,WilliamGoldman,4.1,eng,Limelight,"the season a candid look at broadway,williamgoldman,limelight"
Heat,WilliamGoldman,3.37,eng,WarnerBooks(NY),"heat,williamgoldman,warnerbooks(ny)"
Tinsel,WilliamGoldman,3.19,eng,Dell,"tinsel,williamgoldman,dell"
William Goldman Four Screenplays,WilliamGoldman,4.29,en-US,ApplauseBooks,"william goldman four screenplays,williamgoldman,applausebooks"
The Princess Bride,WilliamGoldman,4.26,eng,BallantineBooks,"the princess bride,williamgoldman,ballantinebooks"
Hype and Glory,WilliamGoldman/P.Gethers,3.67,eng,Villard,"hype and glory,williamgoldman/p.gethers,villard"
La princesa prometida,WilliamGoldman,4.26,spa,PlanetaPublishing,"la princesa prometida,williamgoldman,planetapublishing"
Boys and Girls Together,WilliamGoldman,3.67,eng,BallantineBooks,"boys and girls together,williamgoldman,ballantinebooks"
Wait Till Next Year The Story of a Season When What Should ve Happened Didn t and What Could ve Gone Wrong Did,WilliamGoldman/MikeLupica,3.94,en-US,Bantam,"wait till next year the story of a season when what should ve happened didn t and what could ve gone wrong did,williamgoldman/mikelupica,bantam"
The Princess Bride S Morgenstern s Classic Tale of True Love and High Adventure,WilliamGoldman,4.26,eng,HarcourtBraceJovanovich,"the princess bride s morgenstern s classic tale of true love and high adventure,williamgoldman,harcourtbracejovanovich"
Creepers,DavidMorrell,3.66,en-CA,CDSBooks,"creepers,davidmorrell,cdsbooks"
The Totem,DavidMorrell,3.58,eng,GrandCentralPublishing,"the totem,davidmorrell,grandcentralpublishing"
The League of Night and Fog Mortalis  3 ,DavidMorrell,4.1,eng,GrandCentralPublishing,"the league of night and fog mortalis  3 ,davidmorrell,grandcentralpublishing"
Scavenger Frank Balenger  2 ,DavidMorrell,3.6,eng,VanguardPress,"scavenger frank balenger  2 ,davidmorrell,vanguardpress"
The Fraternity of the Stone Mortalis  2 ,DavidMorrell,4.16,eng,Headline,"the fraternity of the stone mortalis  2 ,davidmorrell,headline"
The Brotherhood of the Rose Mortalis  1 ,DavidMorrell,4.14,eng,HeadlineBookPublishing,"the brotherhood of the rose mortalis  1 ,davidmorrell,headlinebookpublishing"
The Protector Cavanaugh 1 ,DavidMorrell,3.94,eng,WarnerBooks(NY),"the protector cavanaugh 1 ,davidmorrell,warnerbooks(ny)"
Assumed Identity,DavidMorrell,3.78,eng,Vision,"assumed identity,davidmorrell,vision"
Double Image,DavidMorrell,3.55,fre,LeLivredePoche,"double image,davidmorrell,lelivredepoche"
La Cinquième profession,DavidMorrell,3.99,fre,LeLivredePoche,"la cinquième profession,davidmorrell,lelivredepoche"
The Last Kingdom The Saxon Stories  1 ,BernardCornwell/JamieGlover,4.25,eng,HarperAudio,"the last kingdom the saxon stories  1 ,bernardcornwell/jamieglover,harperaudio"
The Last Kingdom The Saxon Stories  1 ,BernardCornwell/TomSellwood,4.25,en-GB,Audiogo,"the last kingdom the saxon stories  1 ,bernardcornwell/tomsellwood,audiogo"
Time To Hunt Bob Lee Swagger  3 ,StephenHunter/BeauBridges,4.26,eng,RandomHouseAudio,"time to hunt bob lee swagger  3 ,stephenhunter/beaubridges,randomhouseaudio"
Black Light Bob Lee Swagger  2 ,StephenHunter/BeauBridges,4.13,en-US,RandomHouseAudioPublishingGroup,"black light bob lee swagger  2 ,stephenhunter/beaubridges,randomhouseaudiopublishinggroup"
The Day Before Midnight,StephenHunter/PhilipBosco,4.01,eng,RandomHouseAudio,"the day before midnight,stephenhunter/philipbosco,randomhouseaudio"
Hot Springs Earl Swagger  1 ,StephenHunter/JayO.Sanders,4.13,eng,Simon&SchusterAudio,"hot springs earl swagger  1 ,stephenhunter/jayo.sanders,simon&schusteraudio"
Point Of Impact Bob Lee Swagger  1 ,StephenHunter/BeauBridges,4.27,eng,RHAudio,"point of impact bob lee swagger  1 ,stephenhunter/beaubridges,rhaudio"
Dirty White Boys,StephenHunter/WillPatten,4.05,eng,HachetteAudio,"dirty white boys,stephenhunter/willpatten,hachetteaudio"
Bevor es Nacht wird Ein Leben in Havanna,ReinaldoArenas,4.17,ger,dtv,"bevor es nacht wird ein leben in havanna,reinaldoarenas,dtv"
The Book of the Dead  Pendergast  7 Diogenes  3 ,DouglasPreston/LincolnChild/ScottBrick,4.13,eng,GrandCentralPublishing,"the book of the dead  pendergast  7 diogenes  3 ,douglaspreston/lincolnchild/scottbrick,grandcentralpublishing"
Relic Pendergast 1 ,DouglasPreston/LincolnChild,4.02,eng,BrillianceAudio,"relic pendergast 1 ,douglaspreston/lincolnchild,brillianceaudio"
The Wheel of Darkness Pendergast  8 ,DouglasPreston/LincolnChild,3.93,en-US,GrandCentralPublishing,"the wheel of darkness pendergast  8 ,douglaspreston/lincolnchild,grandcentralpublishing"
Tyrannosaur Canyon,DouglasPreston/ScottSowers,3.8,eng,MacMillanAudio,"tyrannosaur canyon,douglaspreston/scottsowers,macmillanaudio"
Waterworks,E.L.Doctorow/SamWaterston,3.44,eng,RandomHouseAudio,"waterworks,e.l.doctorow/samwaterston,randomhouseaudio"
The Devil in the White City Murder Magic and Madness at the Fair That Changed America,ErikLarson/TonyGoldwyn,3.99,eng,RandomHouseAudioPublishingGroup,"the devil in the white city murder magic and madness at the fair that changed america,eriklarson/tonygoldwyn,randomhouseaudiopublishinggroup"
King Icahn,MarkStevens/CarolBloomStevens,3.97,eng,DuttonBooks,"king icahn,markstevens/carolbloomstevens,duttonbooks"
The Sicilian,MarioPuzo,3.97,eng,BallantineBooks,"the sicilian,mariopuzo,ballantinebooks"
The Dark Arena,MarioPuzo,3.35,eng,BallantineBooks,"the dark arena,mariopuzo,ballantinebooks"
Omerta,MarioPuzo,3.71,eng,BallantineBooks,"omerta,mariopuzo,ballantinebooks"
Fools Die,MarioPuzo,3.72,eng,Signet,"fools die,mariopuzo,signet"
The Godfather,MarioPuzo/PeterBart/RobertThompson,4.37,eng,NewAmericanLibrary,"the godfather,mariopuzo/peterbart/robertthompson,newamericanlibrary"
The Fortunate Pilgrim,MarioPuzo,3.83,eng,BallantineBooks,"the fortunate pilgrim,mariopuzo,ballantinebooks"
On the Road to Perdition  Oasis Sanctuary and Detour  Road to Perdition  2 ,MaxAllanCollins/JoséLuisGarcía-López/SteveLieber/JosefRubinstein/RobLeigh/BobLappan,3.66,eng,DCComics,"on the road to perdition  oasis sanctuary and detour  road to perdition  2 ,maxallancollins/joséluisgarcía-lópez/stevelieber/josefrubinstein/robleigh/boblappan,dccomics"
Oasis On the Road to Perdition  1 ,MaxAllanCollins/SteveLieber/JosefRubinstein/RobLeigh/JoséLuisGarcía-López/BobLappan,3.55,eng,DCComics,"oasis on the road to perdition  1 ,maxallancollins/stevelieber/josefrubinstein/robleigh/joséluisgarcía-lópez/boblappan,dccomics"
Double Dealer CSI Crime Scene Investigation  1 ,MaxAllanCollins/MikeFlaherty,3.67,en-US,PocketBooks,"double dealer csi crime scene investigation  1 ,maxallancollins/mikeflaherty,pocketbooks"
The London Blitz Murders Disaster Series  5 ,MaxAllanCollins,3.72,eng,Berkley,"the london blitz murders disaster series  5 ,maxallancollins,berkley"
The Last Quarry Quarry 7 ,MaxAllanCollins,3.93,eng,HardCrimeCase,"the last quarry quarry 7 ,maxallancollins,hardcrimecase"
Snake Eyes CSI Crime Scene Investigation  8 ,MaxAllanCollins,3.77,en-US,PocketStar,"snake eyes csi crime scene investigation  8 ,maxallancollins,pocketstar"
A Killing in Comics Jack  Maggie Starr  1 ,MaxAllanCollins/TerryBeatty,3.65,eng,BerkleyTrade,"a killing in comics jack  maggie starr  1 ,maxallancollins/terrybeatty,berkleytrade"
The War of the Worlds Murder Disaster Series  6 ,MaxAllanCollins,3.71,eng,Berkley,"the war of the worlds murder disaster series  6 ,maxallancollins,berkley"
From a Buick 8,StephenKing,3.45,eng,Scribner,"from a buick 8,stephenking,scribner"
The Michael Crichton Collection Jurassic Park  The Lost World  The Andromeda Strain,MichaelCrichton/ChrisNoth/AnthonyHeald,4.29,eng,RandomHouseAudio,"the michael crichton collection jurassic park  the lost world  the andromeda strain,michaelcrichton/chrisnoth/anthonyheald,randomhouseaudio"
Jurassic Park,MichaelCrichton,4.02,en-US,BallantineBooks,"jurassic park,michaelcrichton,ballantinebooks"
Binary,JohnLange,3.53,eng,AlfredA.Knopf,"binary,johnlange,alfreda.knopf"
Un train d or pour la Crimée,MichaelCrichton,3.86,fre,Pocket,"un train d or pour la crimée,michaelcrichton,pocket"
The Voices of Morebath Reformation and Rebellion in an English Village,EamonDuffy,3.69,eng,YaleUniversityPress,"the voices of morebath reformation and rebellion in an english village,eamonduffy,yaleuniversitypress"
Imperial Life in the Emerald City Inside Iraq s Green Zone,RajivChandrasekaran,4.02,eng,Knopf,"imperial life in the emerald city inside iraq s green zone,rajivchandrasekaran,knopf"
Betrayal of Trust The Collapse of Global Public Health,LaurieGarrett/StevenM.Wolinsky,4.12,eng,HachetteBooks,"betrayal of trust the collapse of global public health,lauriegarrett/stevenm.wolinsky,hachettebooks"
Crash Proof How to Profit from the Coming Economic Collapse,PeterD.Schiff/JohnDownes,3.78,eng,JohnWiley&Sons,"crash proof how to profit from the coming economic collapse,peterd.schiff/johndownes,johnwiley&sons"
The World the Text and the Critic,EdwardW.Said/إدواردسعيد,4.18,eng,HarvardUniversityPress,"the world the text and the critic,edwardw.said/إدواردسعيد,harvarduniversitypress"
Culture and Imperialism,EdwardW.Said,4.15,eng,Vintage,"culture and imperialism,edwardw.said,vintage"
La economía Long Tail,ChrisAnderson/FedericoVillegasSilvaLezama,3.81,spa,EdicionesUrano,"la economía long tail,chrisanderson/federicovillegassilvalezama,edicionesurano"
Prioritizing Web Usability,JakobNielsen/HoaLoranger,3.94,en-US,NewRidersPublishing,"prioritizing web usability,jakobnielsen/hoaloranger,newriderspublishing"
Homepage Usability 50 Websites Deconstructed,JakobNielsen/MarieTahir,3.74,eng,NewRidersPublishing,"homepage usability 50 websites deconstructed,jakobnielsen/marietahir,newriderspublishing"
Let My People Go Surfing The Education of a Reluctant Businessman,YvonChouinard,4.22,eng,PenguinBooks,"let my people go surfing the education of a reluctant businessman,yvonchouinard,penguinbooks"
And Then There Were None,AgathaChristie/HughFraser,4.26,eng,Audiogo,"and then there were none,agathachristie/hughfraser,audiogo"
The Wild Trees A Story of Passion and Daring,RichardPreston,4.09,eng,RandomHouse(NY),"the wild trees a story of passion and daring,richardpreston,randomhouse(ny)"
The Boat of Dreams A Christmas Story,RichardPreston/GeorgeHenryJennings,3.29,eng,TouchstoneBooks,"the boat of dreams a christmas story,richardpreston/georgehenryjennings,touchstonebooks"
Strange Pilgrims,GabrielGarcíaMárquez,4.03,eng,Vintage,"strange pilgrims,gabrielgarcíamárquez,vintage"
Doce cuentos peregrinos,GabrielGarcíaMárquez,4.03,spa,Vintage,"doce cuentos peregrinos,gabrielgarcíamárquez,vintage"
Would I Lie to You Gossip Girl  10 ,CecilyvonZiegesar,3.59,eng,LittleBrownYoungReaders,"would i lie to you gossip girl  10 ,cecilyvonziegesar,littlebrownyoungreaders"
Gossip Girl Gossip Girl  1 ,CecilyvonZiegesar,3.52,eng,LittleBrownandCompany,"gossip girl gossip girl  1 ,cecilyvonziegesar,littlebrownandcompany"
All I Want is Everything Gossip Girl  3 ,CecilyvonZiegesar,3.55,eng,Poppy,"all i want is everything gossip girl  3 ,cecilyvonziegesar,poppy"
You re the One That I Want Gossip Girl  6 ,CecilyvonZiegesar,3.71,eng,LittleBrownYoungReaders,"you re the one that i want gossip girl  6 ,cecilyvonziegesar,littlebrownyoungreaders"
The Zero,JessWalter,3.51,eng,Harper,"the zero,jesswalter,harper"
Zero The Biography of a Dangerous Idea,CharlesSeife,3.96,eng,SouvenirPress,"zero the biography of a dangerous idea,charlesseife,souvenirpress"
Zero Debt The Ultimate Guide to Financial Freedom,LynnetteKhalfani,3.74,eng,AdvantageWorldPress,"zero debt the ultimate guide to financial freedom,lynnettekhalfani,advantageworldpress"
